Query_index,Query,FAQ_index,Raw_score,Average,Label (mean score > 3 as positive)
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,3657,"[2, 4, 4]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,6493,"[2, 1, 2]",1.666666667,negative
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,1960,"[3, 2, 3]",2.666666667,negative
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,3655,"[3, 3, 4]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,1769,"[3, 4, 3]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,6751,"[3, 4, 4]",3.666666667,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,3861,"[4, 4, 4]",4,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,394,"[3, 4, 3]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,1487,"[4, 3, 4]",3.666666667,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,425,"[1, 1, 1]",1,negative
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,3670,"[4, 4, 4]",4,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,2255,"[4, 4, 4]",4,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,4981,"[1, 1, 1]",1,negative
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,2273,"[4, 3, 3]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,2503,"[3, 4, 3]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,1418,"[4, 3, 3]",3.333333333,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,387,"[4, 4, 3]",3.666666667,positive
26,Is it possible to get infected by COVID 19 if i touch food surface packaging?,5935,"[4, 4, 4]",4,positive
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,686,"[2, 3, 3]",2.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4095,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4177,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,7092,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,687,"[2, 3, 2]",2.333333333,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,5888,"[1, 2, 2]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4736,"[4, 1, 1]",2,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,3722,"[1, 3, 1]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,5058,"[1, 2, 1]",1.333333333,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,683,"[1, 2, 1]",1.333333333,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4109,"[3, 1, 1]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,1014,"[2, 1, 4]",2.333333333,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,685,"[3, 1, 3]",2.333333333,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,3208,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,3590,"[1, 1, 3]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4950,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4837,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4110,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,5054,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,861,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4707,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,576,"[2, 2, 1]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4735,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,679,"[2, 2, 1]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4175,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,3724,"[3, 3, 3]",3,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,6601,"[1, 2, 3]",2,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,664,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,3475,"[3, 1, 1]",1.666666667,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,662,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,457,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,4726,"[2, 1, 1]",1.333333333,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,1043,"[4, 1, 1]",2,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,3476,"[3, 1, 2]",2,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,540,"[1, 1, 1]",1,negative
27,What are the containment procedures for off-gassing and smog created from intentional blazes that were ignited preceding the zonal halt?,616,"[1, 1, 1]",1,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1811,"[1, 3, 1]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,238,"[2, 1, 2]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,730,"[1, 2, 3]",2,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,3851,"[3, 4, 1]",2.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,4919,"[2, 2, 1]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1521,"[2, 2, 1]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1360,"[4, 3, 2]",3,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,433,"[2, 3, 2]",2.333333333,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,3222,"[3, 1, 4]",2.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,2050,"[2, 3, 3]",2.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,4255,"[2, 1, 2]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1386,"[1, 1, 2]",1.333333333,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,4184,"[1, 1, 1]",1,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,4889,"[2, 2, 1]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,4483,"[4, 4, 2]",3.333333333,positive
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1522,"[2, 2, 2]",2,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,3804,"[4, 2, 2]",2.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1060,"[3, 2, 3]",2.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,3850,"[2, 2, 1]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,6144,"[2, 2, 1]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1518,"[2, 3, 2]",2.333333333,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1069,"[3, 2, 3]",2.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1517,"[3, 3, 3]",3,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1094,"[1, 1, 3]",1.666666667,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,4311,"[2, 2, 2]",2,negative
28,Does the use of a cloth face mask have any sort of impact on the practice of corona contact tracing?,1293,"[2, 3, 4]",3,negative
